bundle,workload,policy_mode,service_lifecycle_id,protocol_fingerprint,requests,completed,mean_ttft_ms,mean_latency_ms,request_throughput_rps,reused_tokens,recomputed_tokens
shared_experiment_planning_assistant/always_full_reuse/pilot_sequence_06,shared_experiment_planning_assistant,always_full_reuse,2026-08-03T10:12:40.939065Z-pid-3093240,6932f2d45a53af7c724fc79538ea71b5a003b4156c95d79016e1fca17be10d22,64,64,189.515,3291.902,1.201,36864,44544
shared_experiment_planning_assistant/always_recompute/pilot_sequence_04,shared_experiment_planning_assistant,always_recompute,2026-08-03T10:05:38.284876Z-pid-3068780,6932f2d45a53af7c724fc79538ea71b5a003b4156c95d79016e1fca17be10d22,64,64,252.557,3410.719,1.164,0,81408
shared_experiment_planning_assistant/controller/pilot_sequence_05,shared_experiment_planning_assistant,controller,2026-08-03T10:09:13.450058Z-pid-3081504,6932f2d45a53af7c724fc79538ea71b5a003b4156c95d79016e1fca17be10d22,64,64,198.639,3308.083,1.196,28672,52736
shared_session_affine_multi_turn/always_full_reuse/pilot_sequence_02,shared_session_affine_multi_turn,always_full_reuse,2026-08-03T09:58:49.336399Z-pid-3046112,6e849368472434fb8302d136698631c3d411ea5c9dace3c50c8a6e7f461d1c07,64,64,162.489,1706.272,2.316,30720,28188
shared_session_affine_multi_turn/always_recompute/pilot_sequence_03,shared_session_affine_multi_turn,always_recompute,2026-08-03T10:02:23.491481Z-pid-3057955,6e849368472434fb8302d136698631c3d411ea5c9dace3c50c8a6e7f461d1c07,64,64,210.947,1777.109,2.231,0,58908
shared_session_affine_multi_turn/controller/pilot_sequence_01,shared_session_affine_multi_turn,controller,2026-08-03T09:55:42.059676Z-pid-3034496,6e849368472434fb8302d136698631c3d411ea5c9dace3c50c8a6e7f461d1c07,64,64,182.704,1734.885,2.28,20480,38428
