bundle,workload,policy_mode,service_lifecycle_id,protocol_fingerprint,requests,completed,mean_ttft_ms,mean_latency_ms,request_throughput_rps,reused_tokens,recomputed_tokens
shared_preemption_resume_long_decode/always_full_reuse/pilot_sequence_06,shared_preemption_resume_long_decode,always_full_reuse,2026-08-03T10:14:02.167893Z-pid-3098118,03f4d16673c00e06846f3afd32c13dd3827bce9815df133978731428ac378beb,48,48,195.978,3366.894,1.177,36864,39664
shared_preemption_resume_long_decode/always_recompute/pilot_sequence_04,shared_preemption_resume_long_decode,always_recompute,2026-08-03T10:06:56.047927Z-pid-3073071,03f4d16673c00e06846f3afd32c13dd3827bce9815df133978731428ac378beb,48,48,285.859,3519.788,1.129,0,76528
shared_preemption_resume_long_decode/controller/pilot_sequence_05,shared_preemption_resume_long_decode,controller,2026-08-03T10:10:15.465853Z-pid-3084615,03f4d16673c00e06846f3afd32c13dd3827bce9815df133978731428ac378beb,48,48,235.08,3435.016,1.154,24576,51952
shared_repo_aware_coding_assistant/always_full_reuse/pilot_sequence_02,shared_repo_aware_coding_assistant,always_full_reuse,2026-08-03T09:59:20.428873Z-pid-3047746,037a2b0ff8d01c510812502e061cec751901e8c7fb78add39fa90fff12b73ac0,64,64,178.146,2276.255,1.739,49152,35748
shared_repo_aware_coding_assistant/always_recompute/pilot_sequence_03,shared_repo_aware_coding_assistant,always_recompute,2026-08-03T10:03:08.601677Z-pid-3060388,037a2b0ff8d01c510812502e061cec751901e8c7fb78add39fa90fff12b73ac0,64,64,258.16,2471.556,1.608,0,84900
shared_repo_aware_coding_assistant/controller/pilot_sequence_01,shared_repo_aware_coding_assistant,controller,2026-08-03T09:55:46.804282Z-pid-3035495,037a2b0ff8d01c510812502e061cec751901e8c7fb78add39fa90fff12b73ac0,64,64,200.75,2309.961,1.713,36864,48036
